,SMILES,SMILES_opp,TR/TE,F/L_class,@/@@_class,R/S_class
3093,CON1C(=O)c2c([nH]c3ccccc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c([nH]c3ccccc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3094,CON1C(=O)c2c(c3ccccc3n2C)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(c3ccccc3n2C)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3095,CON1C(=O)c2c(c3ccccc3n2C)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(c3ccccc3n2C)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3096,CON1C(=O)c2c(n(C)c3ccc(C)cc23)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccc(C)cc23)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3097,CON1C(=O)c2c(n(C)c3ccc(C)cc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccc(C)cc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3098,CON1C(=O)c2c(n(C)c3ccc(Cl)cc23)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccc(Cl)cc23)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3099,CON1C(=O)c2c(n(C)c3ccc(Cl)cc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccc(Cl)cc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3100,CON1C(=O)c2c(n(C)c3ccc(F)cc23)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccc(F)cc23)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3101,CON1C(=O)c2c(n(C)c3ccc(F)cc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccc(F)cc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3102,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccc(Br)cc1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccc(Br)cc1,TR,L,@,S
3103,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccc(Br)cc1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccc(Br)cc1,TR,F,@@,R
3104,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccc(C)cc1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccc(C)cc1,TR,L,@,S
3105,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccc(C)cc1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccc(C)cc1,TR,F,@@,R
3106,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1cccc(Cl)c1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1cccc(Cl)c1,TR,L,@,S
3107,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1cccc(Cl)c1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1cccc(Cl)c1,TR,F,@@,R
3108,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3109,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3110,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccccc1C,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccccc1C,TR,L,@,S
3111,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccccc1C,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccccc1C,TR,F,@@,R
3112,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccccc1Cl,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccccc1Cl,TR,L,@,S
3113,CON1C(=O)c2c(n(C)c3ccccc23)C[C@@H]1/C=C/c1ccccc1Cl,CON1C(=O)c2c(n(C)c3ccccc23)C[C@H]1/C=C/c1ccccc1Cl,TR,F,@@,R
3114,CON1C(=O)c2c(n(Cc3ccccc3)c3ccccc23)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(Cc3ccccc3)c3ccccc23)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3115,CON1C(=O)c2c(n(Cc3ccccc3)c3ccccc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(n(Cc3ccccc3)c3ccccc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3116,CON1C(=O)c2c(oc3ccccc23)C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2c(oc3ccccc23)C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3117,CON1C(=O)c2c(oc3ccccc23)C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2c(oc3ccccc23)C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3118,CON1C(=O)c2ccccc2[C@]1(C)/C=C/Cc1ccccc1,CON1C(=O)c2ccccc2[C@@]1(C)/C=C/Cc1ccccc1,TR,F,@,S
3119,CON1C(=O)c2ccccc2[C@@]1(C)/C=C/Cc1ccccc1,CON1C(=O)c2ccccc2[C@]1(C)/C=C/Cc1ccccc1,TR,L,@@,R
3120,CON1C(=O)c2oc(C)cc2C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2oc(C)cc2C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3121,CON1C(=O)c2oc(C)cc2C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2oc(C)cc2C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3122,CON1C(=O)c2sc(C)cc2C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2sc(C)cc2C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3123,CON1C(=O)c2sc(C)cc2C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2sc(C)cc2C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3124,CON1C(=O)c2sc3ccccc3c2C[C@H]1/C=C/c1ccccc1,CON1C(=O)c2sc3ccccc3c2C[C@@H]1/C=C/c1ccccc1,TR,L,@,S
3125,CON1C(=O)c2sc3ccccc3c2C[C@@H]1/C=C/c1ccccc1,CON1C(=O)c2sc3ccccc3c2C[C@H]1/C=C/c1ccccc1,TR,F,@@,R
3126,CO[P@](=O)(c1cc(F)ccc1O)c1cc(F)ccc1OC(=O)c1cccc2ccccc12,CO[P@@](=O)(c1cc(F)ccc1O)c1cc(F)ccc1OC(=O)c1cccc2ccccc12,TR,F,@,R
3127,CO[P@@](=O)(c1cc(F)ccc1O)c1cc(F)ccc1OC(=O)c1cccc2ccccc12,CO[P@](=O)(c1cc(F)ccc1O)c1cc(F)ccc1OC(=O)c1cccc2ccccc12,TR,L,@@,S
3128,CO[P@](=O)(c1ccccc1O)c1ccccc1OC(=O)c1cccc2ccccc12,CO[P@@](=O)(c1ccccc1O)c1ccccc1OC(=O)c1cccc2ccccc12,TR,L,@,R
3129,CO[P@@](=O)(c1ccccc1O)c1ccccc1OC(=O)c1cccc2ccccc12,CO[P@](=O)(c1ccccc1O)c1ccccc1OC(=O)c1cccc2ccccc12,TR,F,@@,S
3130,COP(=O)(OC)C(=[N+]=[N-])[C@H]1c2ccccc2C=C(c2ccc(C#N)cc2)N1c1ccccc1,COP(=O)(OC)C(=[N+]=[N-])[C@@H]1c2ccccc2C=C(c2ccc(C#N)cc2)N1c1ccccc1,TR,F,@,R
3131,COP(=O)(OC)C(=[N+]=[N-])[C@@H]1c2ccccc2C=C(c2ccc(C#N)cc2)N1c1ccccc1,COP(=O)(OC)C(=[N+]=[N-])[C@H]1c2ccccc2C=C(c2ccc(C#N)cc2)N1c1ccccc1,TR,L,@@,S
3132,COP(=O)(OC)[C@@]1(c2ccccc2)CC(c2ccccc2)=CC(=O)O1,COP(=O)(OC)[C@]1(c2ccccc2)CC(c2ccccc2)=CC(=O)O1,TR,L,@@,R
3133,COP(=O)(OC)[C@]1(c2ccccc2)CC(c2ccccc2)=CC(=O)O1,COP(=O)(OC)[C@@]1(c2ccccc2)CC(c2ccccc2)=CC(=O)O1,TR,F,@,S
3134,COP(=O)(OC)[C@@]12CC(c3ccccc3)=CC(=O)N1S(=O)(=O)c1ccccc12,COP(=O)(OC)[C@]12CC(c3ccccc3)=CC(=O)N1S(=O)(=O)c1ccccc12,TR,L,@@,R
3135,COP(=O)(OC)[C@]12CC(c3ccccc3)=CC(=O)N1S(=O)(=O)c1ccccc12,COP(=O)(OC)[C@@]12CC(c3ccccc3)=CC(=O)N1S(=O)(=O)c1ccccc12,TR,F,@,S
3136,CS(=O)(=O)c1ccc(-c2ccc([C@@H](O)C(F)(F)F)cc2)cc1,CS(=O)(=O)c1ccc(-c2ccc([C@H](O)C(F)(F)F)cc2)cc1,TR,F,@@,R
3137,CS(=O)(=O)c1ccc(-c2ccc([C@H](O)C(F)(F)F)cc2)cc1,CS(=O)(=O)c1ccc(-c2ccc([C@@H](O)C(F)(F)F)cc2)cc1,TR,L,@,S
3138,CS(=O)(=O)N1c2cc(C(F)(F)F)ccc2C=C[C@@H]1c1ccccc1,CS(=O)(=O)N1c2cc(C(F)(F)F)ccc2C=C[C@H]1c1ccccc1,TR,L,@@,R
3139,CS(=O)(=O)N1c2cc(C(F)(F)F)ccc2C=C[C@H]1c1ccccc1,CS(=O)(=O)N1c2cc(C(F)(F)F)ccc2C=C[C@@H]1c1ccccc1,TR,F,@,S
3140,CS(=O)(=O)N1c2cc3ccccc3cc2C=C[C@@H]1c1ccccc1,CS(=O)(=O)N1c2cc3ccccc3cc2C=C[C@H]1c1ccccc1,TR,L,@@,R
3141,CS(=O)(=O)N1c2cc3ccccc3cc2C=C[C@H]1c1ccccc1,CS(=O)(=O)N1c2cc3ccccc3cc2C=C[C@@H]1c1ccccc1,TR,F,@,S
3142,CS(=O)(=O)N1c2ccc(Br)cc2C=C[C@@H]1c1ccccc1,CS(=O)(=O)N1c2ccc(Br)cc2C=C[C@H]1c1ccccc1,TR,L,@@,R
3143,CS(=O)(=O)N1c2ccc(Br)cc2C=C[C@H]1c1ccccc1,CS(=O)(=O)N1c2ccc(Br)cc2C=C[C@@H]1c1ccccc1,TR,F,@,S
3144,CS(=O)(=O)N1c2ccc(Cl)cc2C=C[C@@H]1c1ccccc1,CS(=O)(=O)N1c2ccc(Cl)cc2C=C[C@H]1c1ccccc1,TR,L,@@,R
3145,CS(=O)(=O)N1c2ccc(Cl)cc2C=C[C@H]1c1ccccc1,CS(=O)(=O)N1c2ccc(Cl)cc2C=C[C@@H]1c1ccccc1,TR,F,@,S
3146,CS(=O)(=O)N1c2ccc(F)cc2C=C[C@@H]1c1ccccc1,CS(=O)(=O)N1c2ccc(F)cc2C=C[C@H]1c1ccccc1,TR,L,@@,R
3147,CS(=O)(=O)N1c2ccc(F)cc2C=C[C@H]1c1ccccc1,CS(=O)(=O)N1c2ccc(F)cc2C=C[C@@H]1c1ccccc1,TR,F,@,S
3148,CS(=O)(=O)N1c2ccccc2C(=O)C[C@@H]1c1ccccc1,CS(=O)(=O)N1c2ccccc2C(=O)C[C@H]1c1ccccc1,TR,L,@@,R
3149,CS(=O)(=O)N1c2ccccc2C(=O)C[C@H]1c1ccccc1,CS(=O)(=O)N1c2ccccc2C(=O)C[C@@H]1c1ccccc1,TR,F,@,S
3150,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccc(Br)cc1,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccc(Br)cc1,TR,L,@@,R
3151,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccc(Br)cc1,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccc(Br)cc1,TR,F,@,S
3152,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccc(Cl)cc1,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccc(Cl)cc1,TR,L,@@,R
3153,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccc(Cl)cc1,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccc(Cl)cc1,TR,F,@,S
3154,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1cccc(C(F)(F)F)c1,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1cccc(C(F)(F)F)c1,TR,L,@@,R
3155,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1cccc(C(F)(F)F)c1,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1cccc(C(F)(F)F)c1,TR,F,@,S
3156,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1cccc(Cl)c1,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1cccc(Cl)c1,TR,L,@@,R
3157,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1cccc(Cl)c1,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1cccc(Cl)c1,TR,F,@,S
3158,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1cccc(F)c1,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1cccc(F)c1,TR,L,@@,R
3159,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1cccc(F)c1,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1cccc(F)c1,TR,F,@,S
3160,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccccc1Br,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccccc1Br,TR,L,@@,R
3161,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccccc1Br,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccccc1Br,TR,F,@,S
3162,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccccc1Cl,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccccc1Cl,TR,L,@@,R
3163,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccccc1Cl,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccccc1Cl,TR,F,@,S
3164,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccco1,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccco1,TR,L,@@,R
3165,CS(=O)(=O)N1c2ccccc2C=C[C@H]1c1ccco1,CS(=O)(=O)N1c2ccccc2C=C[C@@H]1c1ccco1,TR,F,@,S
3166,CS(=O)(=O)N1c2ccccc2CN(S(=O)(=O)c2ccccc2)C[C@H]1CCc1ccccc1,CS(=O)(=O)N1c2ccccc2CN(S(=O)(=O)c2ccccc2)C[C@@H]1CCc1ccccc1,TR,L,@,R
3167,CS(=O)(=O)N1c2ccccc2CN(S(=O)(=O)c2ccccc2)C[C@@H]1CCc1ccccc1,CS(=O)(=O)N1c2ccccc2CN(S(=O)(=O)c2ccccc2)C[C@H]1CCc1ccccc1,TR,F,@@,S
3168,C[S@](=O)c1ccccc1Cl,C[S@@](=O)c1ccccc1Cl,TR,F,@,S
3169,C[S@@](=O)c1ccccc1Cl,C[S@](=O)c1ccccc1Cl,TR,L,@@,R
3170,CS[C@H](CNS(=O)(=O)c1ccc(C)cc1)c1ccccc1,CS[C@@H](CNS(=O)(=O)c1ccc(C)cc1)c1ccccc1,TR,L,@,S
3171,CS[C@@H](CNS(=O)(=O)c1ccc(C)cc1)c1ccccc1,CS[C@H](CNS(=O)(=O)c1ccc(C)cc1)c1ccccc1,TR,F,@@,R
3172,CSC1=NC(=O)C[C@@H](c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,TR,L,@@,S
3173,CSC1=NC(=O)C[C@H](c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,TR,F,@,R
3174,CSC1=NC(=O)C[C@@H](c2ccc(Br)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccc(Br)cc2)N1c1ccccc1,TR,L,@@,S
3175,CSC1=NC(=O)C[C@H](c2ccc(Br)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccc(Br)cc2)N1c1ccccc1,TR,F,@,R
3176,CSC1=NC(=O)C[C@@H](c2ccc(C)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccc(C)cc2)N1c1ccccc1,TR,L,@@,S
3177,CSC1=NC(=O)C[C@H](c2ccc(C)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccc(C)cc2)N1c1ccccc1,TR,F,@,R
3178,CSC1=NC(=O)C[C@@H](c2ccc(Cl)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccc(Cl)cc2)N1c1ccccc1,TR,L,@@,S
3179,CSC1=NC(=O)C[C@H](c2ccc(Cl)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccc(Cl)cc2)N1c1ccccc1,TR,F,@,R
3180,CSC1=NC(=O)C[C@@H](c2ccc(F)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccc(F)cc2)N1c1ccccc1,TR,L,@@,S
3181,CSC1=NC(=O)C[C@H](c2ccc(F)cc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccc(F)cc2)N1c1ccccc1,TR,F,@,R
3182,CSC1=NC(=O)C[C@@H](c2cccc(Cl)c2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2cccc(Cl)c2)N1c1ccccc1,TR,L,@@,S
3183,CSC1=NC(=O)C[C@H](c2cccc(Cl)c2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2cccc(Cl)c2)N1c1ccccc1,TR,F,@,R
3184,CSC1=NC(=O)C[C@@H](c2ccccc2)N1c1ccc(C)cc1,CSC1=NC(=O)C[C@H](c2ccccc2)N1c1ccc(C)cc1,TR,L,@@,S
3185,CSC1=NC(=O)C[C@H](c2ccccc2)N1c1ccc(C)cc1,CSC1=NC(=O)C[C@@H](c2ccccc2)N1c1ccc(C)cc1,TR,F,@,R
3186,CSC1=NC(=O)C[C@@H](c2ccccc2)N1c1cccc(Br)c1,CSC1=NC(=O)C[C@H](c2ccccc2)N1c1cccc(Br)c1,TR,L,@@,S
3187,CSC1=NC(=O)C[C@H](c2ccccc2)N1c1cccc(Br)c1,CSC1=NC(=O)C[C@@H](c2ccccc2)N1c1cccc(Br)c1,TR,F,@,R
3188,CSC1=NC(=O)C[C@@H](c2ccccc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccccc2)N1c1ccccc1,TR,L,@@,S
3189,CSC1=NC(=O)C[C@H](c2ccccc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccccc2)N1c1ccccc1,TR,F,@,R
3190,CSC1=NC(=O)C[C@@H](c2ccccc2Cl)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2ccccc2Cl)N1c1ccccc1,TR,L,@@,S
3191,CSC1=NC(=O)C[C@H](c2ccccc2Cl)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2ccccc2Cl)N1c1ccccc1,TR,F,@,R
3192,CSC1=NC(=O)C[C@@H](c2cccnc2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2cccnc2)N1c1ccccc1,TR,L,@@,S
3193,CSC1=NC(=O)C[C@H](c2cccnc2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2cccnc2)N1c1ccccc1,TR,F,@,R
3194,CSC1=NC(=O)C[C@@H](c2cccs2)N1c1ccccc1,CSC1=NC(=O)C[C@H](c2cccs2)N1c1ccccc1,TR,L,@@,S
3195,CSC1=NC(=O)C[C@H](c2cccs2)N1c1ccccc1,CSC1=NC(=O)C[C@@H](c2cccs2)N1c1ccccc1,TR,F,@,R
3196,CSC1=NC(c2ccccc2)=C[C@@H](c2ccccc2)N1c1ccccc1,CSC1=NC(c2ccccc2)=C[C@H](c2ccccc2)N1c1ccccc1,TR,L,@@,S
3197,CSC1=NC(c2ccccc2)=C[C@H](c2ccccc2)N1c1ccccc1,CSC1=NC(c2ccccc2)=C[C@@H](c2ccccc2)N1c1ccccc1,TR,F,@,R
3198,FC(F)(F)[C@@H](C#Cc1ccccc1)Nc1ccc(Cl)cc1,FC(F)(F)[C@H](C#Cc1ccccc1)Nc1ccc(Cl)cc1,TR,L,@@,R
3199,FC(F)(F)[C@H](C#Cc1ccccc1)Nc1ccc(Cl)cc1,FC(F)(F)[C@@H](C#Cc1ccccc1)Nc1ccc(Cl)cc1,TR,F,@,S
3200,FC(F)(F)[C@@H](C#Cc1ccccc1)Nc1ccccc1,FC(F)(F)[C@H](C#Cc1ccccc1)Nc1ccccc1,TR,L,@@,R
3201,FC(F)(F)[C@H](C#Cc1ccccc1)Nc1ccccc1,FC(F)(F)[C@@H](C#Cc1ccccc1)Nc1ccccc1,TR,F,@,S
3202,FC(F)(F)[C@]1(CSc2nc3ccccc3s2)CO1,FC(F)(F)[C@@]1(CSc2nc3ccccc3s2)CO1,TR,F,@,S
3203,FC(F)(F)[C@@]1(CSc2nc3ccccc3s2)CO1,FC(F)(F)[C@]1(CSc2nc3ccccc3s2)CO1,TR,L,@@,R
3204,FC(F)(F)c1ccc(N[C@H](C#Cc2ccccc2)C(F)(F)F)cc1,FC(F)(F)c1ccc(N[C@@H](C#Cc2ccccc2)C(F)(F)F)cc1,TR,L,@,R
3205,FC(F)(F)c1ccc(N[C@@H](C#Cc2ccccc2)C(F)(F)F)cc1,FC(F)(F)c1ccc(N[C@H](C#Cc2ccccc2)C(F)(F)F)cc1,TR,F,@@,S
3206,FC(F)(F)C[C@@H](C#Cc1ccccc1)c1ccccc1,FC(F)(F)C[C@H](C#Cc1ccccc1)c1ccccc1,TR,L,@@,R
3207,FC(F)(F)C[C@H](C#Cc1ccccc1)c1ccccc1,FC(F)(F)C[C@@H](C#Cc1ccccc1)c1ccccc1,TR,F,@,S
3208,FC(F)(F)Oc1ccccc1[C@@](c1ccccc1)(c1ccc[nH]1)c1[nH]c2ccccc2c1-c1ccccc1,FC(F)(F)Oc1ccccc1[C@](c1ccccc1)(c1ccc[nH]1)c1[nH]c2ccccc2c1-c1ccccc1,TR,L,@@,S
3209,FC(F)(F)Oc1ccccc1[C@](c1ccccc1)(c1ccc[nH]1)c1[nH]c2ccccc2c1-c1ccccc1,FC(F)(F)Oc1ccccc1[C@@](c1ccccc1)(c1ccc[nH]1)c1[nH]c2ccccc2c1-c1ccccc1,TR,F,@,R
3210,Fc1ccc([C@H]2NCCc3ccccc32)cc1,Fc1ccc([C@@H]2NCCc3ccccc32)cc1,TR,L,@,R
3211,Fc1ccc([C@@H]2NCCc3ccccc32)cc1,Fc1ccc([C@H]2NCCc3ccccc32)cc1,TR,F,@@,S
3212,Fc1ccc2c(c1)CC[C@H](c1ccccc1)N2,Fc1ccc2c(c1)CC[C@@H](c1ccccc1)N2,TR,L,@,R
3213,Fc1ccc2c(c1)CC[C@@H](c1ccccc1)N2,Fc1ccc2c(c1)CC[C@H](c1ccccc1)N2,TR,F,@@,S
3214,Fc1ccc2c(c1)N=C[C@]21C(c2ccccc2)=C(c2ccccc2)c2ccccc21,Fc1ccc2c(c1)N=C[C@@]21C(c2ccccc2)=C(c2ccccc2)c2ccccc21,TR,L,@,R
3215,Fc1ccc2c(c1)N=C[C@@]21C(c2ccccc2)=C(c2ccccc2)c2ccccc21,Fc1ccc2c(c1)N=C[C@]21C(c2ccccc2)=C(c2ccccc2)c2ccccc21,TR,F,@@,S
3216,Fc1ccc2c(c1)N[C@H](CNc1ccccc1)CC2,Fc1ccc2c(c1)N[C@@H](CNc1ccccc1)CC2,TR,L,@,S
3217,Fc1ccc2c(c1)N[C@@H](CNc1ccccc1)CC2,Fc1ccc2c(c1)N[C@H](CNc1ccccc1)CC2,TR,F,@@,R
3218,Fc1cccc(C2=C(c3cccc(F)c3)[C@]3(C=Nc4ccccc43)c3ccccc32)c1,Fc1cccc(C2=C(c3cccc(F)c3)[C@@]3(C=Nc4ccccc43)c3ccccc32)c1,TR,L,@,R
3219,Fc1cccc(C2=C(c3cccc(F)c3)[C@@]3(C=Nc4ccccc43)c3ccccc32)c1,Fc1cccc(C2=C(c3cccc(F)c3)[C@]3(C=Nc4ccccc43)c3ccccc32)c1,TR,F,@@,S
3220,IC1=C(c2ccccc2)c2c(-c3ccccc3)c3ccccc3n2[C@]1(c1ccccc1)c1[nH]c2ccccc2c1-c1ccccc1,IC1=C(c2ccccc2)c2c(-c3ccccc3)c3ccccc3n2[C@@]1(c1ccccc1)c1[nH]c2ccccc2c1-c1ccccc1,TR,F,@,R
3221,IC1=C(c2ccccc2)c2c(-c3ccccc3)c3ccccc3n2[C@@]1(c1ccccc1)c1[nH]c2ccccc2c1-c1ccccc1,IC1=C(c2ccccc2)c2c(-c3ccccc3)c3ccccc3n2[C@]1(c1ccccc1)c1[nH]c2ccccc2c1-c1ccccc1,TR,L,@@,S
3222,N#C[C@H](C#Cc1ccccc1)CC(=O)C1CCCCC1,N#C[C@@H](C#Cc1ccccc1)CC(=O)C1CCCCC1,TR,F,@,S
3223,N#C[C@@H](C#Cc1ccccc1)CC(=O)C1CCCCC1,N#C[C@H](C#Cc1ccccc1)CC(=O)C1CCCCC1,TR,L,@@,R
3224,N#C[C@H](C#Cc1ccccc1)CC1CCCCC1,N#C[C@@H](C#Cc1ccccc1)CC1CCCCC1,TR,F,@,S
3225,N#C[C@@H](C#Cc1ccccc1)CC1CCCCC1,N#C[C@H](C#Cc1ccccc1)CC1CCCCC1,TR,L,@@,R
3226,N#C[C@H](/C=C/c1ccccc1)CC(=O)C1CCCCC1,N#C[C@@H](/C=C/c1ccccc1)CC(=O)C1CCCCC1,TR,L,@,S
3227,N#C[C@@H](/C=C/c1ccccc1)CC(=O)C1CCCCC1,N#C[C@H](/C=C/c1ccccc1)CC(=O)C1CCCCC1,TR,F,@@,R
3228,N#CC1(C#N)CC=C[C@H]1CCc1ccccc1,N#CC1(C#N)CC=C[C@@H]1CCc1ccccc1,TR,L,@,R
3229,N#CC1(C#N)CC=C[C@@H]1CCc1ccccc1,N#CC1(C#N)CC=C[C@H]1CCc1ccccc1,TR,F,@@,S
3230,N#C[C@@]1(Cc2ccc(C(F)(F)F)cc2)CCc2ccc(-c3ccccc3)nc21,N#C[C@]1(Cc2ccc(C(F)(F)F)cc2)CCc2ccc(-c3ccccc3)nc21,TR,F,@@,R
3231,N#C[C@]1(Cc2ccc(C(F)(F)F)cc2)CCc2ccc(-c3ccccc3)nc21,N#C[C@@]1(Cc2ccc(C(F)(F)F)cc2)CCc2ccc(-c3ccccc3)nc21,TR,L,@,S
3232,N#C[C@@]1(Cc2ccc(Cl)cc2)CCc2ccc(-c3ccccc3)nc21,N#C[C@]1(Cc2ccc(Cl)cc2)CCc2ccc(-c3ccccc3)nc21,TR,F,@@,R
3233,N#C[C@]1(Cc2ccc(Cl)cc2)CCc2ccc(-c3ccccc3)nc21,N#C[C@@]1(Cc2ccc(Cl)cc2)CCc2ccc(-c3ccccc3)nc21,TR,L,@,S
3234,N#C[C@@]1(Cc2ccccc2)CCc2cc(C3=CCCCC3)cnc21,N#C[C@]1(Cc2ccccc2)CCc2cc(C3=CCCCC3)cnc21,TR,L,@@,R
